"Participant","Trial","Condition","Time","DesiredResponse","ActualResponse","Angle","CorrectResponse"
"sub31",77,"3_3_3_2_0Y0.pct",1687,"Same","Same",0,"Correct"
"sub31",78,"3_3_3_2_0Y50.pct",6769,"Same","Same",50,"Correct"
"sub31",79,"R3_3_3_3_180Y50.pct",2139,"Different","Different",50,"Correct"
"sub31",80,"R3_3_3_3_90Y150.pct",2609,"Different","Same",150,"Incorrect"
"sub31",81,"R3_4_4_3_180Y50.pct",5357,"Different","Same",50,"Incorrect"
"sub31",82,"2_3_4_2_90Y0.pct",1081,"Same","Same",0,"Correct"
"sub31",83,"R3_3_4_2_0Y150.pct",4818,"Different","Different",150,"Correct"
"sub31",84,"3_3_4_2_0Y50.pct",2922,"Same","Same",50,"Correct"
"sub31",85,"2_4_4_2_180Y100.pct",5705,"Same","Same",100,"Correct"
"sub31",86,"R3_4_4_3_180Y0.pct",3559,"Different","Different",0,"Correct"
"sub31",87,"3_4_3_3_180Y150.pct",5294,"Same","Different",150,"Incorrect"
"sub31",88,"R3_4_4_3_180Y100.pct",6204,"Different","Different",100,"Correct"
"sub31",89,"R2_3_3_2_0Y100.pct",4347,"Different","Same",100,"Incorrect"
"sub31",90,"2_3_3_2_0Y50.pct",4469,"Same","Same",50,"Correct"
"sub31",91,"2_4_4_2_0Y0.pct",884,"Same","Same",0,"Correct"
"sub31",92,"3_4_3_2_90Y150.pct",3982,"Same","Same",150,"Correct"
"sub31",93,"R2_4_4_3_90Y150.pct",4601,"Different","Different",150,"Correct"
"sub31",94,"R3_4_3_2_90Y50.pct",1596,"Different","Different",50,"Correct"
"sub31",95,"2_3_3_2_0Y100.pct",5137,"Same","Different",100,"Incorrect"
"sub31",96,"R3_3_3_2_0Y0.pct",2070,"Different","Different",0,"Correct"
